DateTime,baseline_grid_to_plant_kW,flexible_grid_to_plant_kW
2020-07-01 00:00:00,1193.26062,1191.7373084460537
2020-07-01 00:15:00,1225.8977050000003,1224.3465041335319
2020-07-01 00:30:00,1188.414062,1188.5744185293186
2020-07-01 00:45:00,1167.526857,1167.6954112909423
2020-07-01 01:00:00,1172.3750000000002,1172.55817039232
2020-07-01 01:15:00,1122.602536,1122.7994961319541
2020-07-01 01:30:00,1142.749024,1142.9636752744475
2020-07-01 01:45:00,1137.61426,1137.840909781355
2020-07-01 02:00:00,1115.5688480000001,1115.797563116185
2020-07-01 02:15:00,1092.683104,1092.9135794875203
2020-07-01 02:30:00,1089.8208,1090.0527696801807
2020-07-01 02:45:00,1079.749512,1079.9827435443815
2020-07-01 03:00:00,1064.1093760000003,1064.3436666212353
2020-07-01 03:15:00,1048.104492,1048.33966468396
2020-07-01 03:30:00,1065.6689440000002,1065.9048441867299
2020-07-01 03:45:00,1056.8183600000002,1057.054852418463
2020-07-01 04:00:00,1046.423828,1046.4431819982717
2020-07-01 04:15:00,1046.7753920000002,1046.7911333667785
2020-07-01 04:30:00,1060.250976,1060.2628042568513
2020-07-01 04:45:00,1052.4931640000002,1052.5018144695953
2020-07-01 05:00:00,1043.4765640000003,1043.4826435916884
2020-07-01 05:15:00,1055.926756,1055.9310167395945
2020-07-01 05:30:00,1045.9834,1045.9871188218567
2020-07-01 05:45:00,1044.3183600000002,1044.32160583593
2020-07-01 06:00:00,1022.8437480000001,1022.8465810098371
2020-07-01 06:15:00,1041.3906240000001,1041.3930966908058
2020-07-01 06:30:00,1031.4091800000003,1031.4113382000419
2020-07-01 06:45:00,1034.247072,1034.248955708347
2020-07-01 07:00:00,1048.251952,1048.2535961283263
2020-07-01 07:15:00,1064.847656,1064.849091019776
2020-07-01 07:30:00,1111.4746080000002,1111.4758605066759
2020-07-01 07:45:00,1137.39844,1137.3995332046163
2020-07-01 08:00:00,1173.1425760000002,1173.143530138902
2020-07-01 08:15:00,1237.917972,1222.2405896169932
2020-07-01 08:30:00,1172.7949200000003,1157.0984372991322
2020-07-01 08:45:00,1157.8300800000002,1141.8361309175639
2020-07-01 09:00:00,1172.7285120000001,1156.4959748660042
2020-07-01 09:15:00,1238.664064,1222.2405896166854
2020-07-01 09:30:00,1208.957032,1220.6499840147026
2020-07-01 09:45:00,1229.873048,1242.0446724379876
2020-07-01 10:00:00,1211.208984,1223.8933465984373
2020-07-01 10:15:00,1243.68164,1256.7801962216097
2020-07-01 10:30:00,1291.1660160000001,1259.1088765722977
2020-07-01 10:45:00,1222.8085920000003,1190.151354261447
2020-07-01 11:00:00,1271.5429680000002,1222.240589603321
2020-07-01 11:15:00,1294.8496120000002,1222.2405896029334
2020-07-01 11:30:00,1300.7089840000003,1218.2405896174262
2020-07-01 11:45:00,1257.628904,1176.6677100562117
2020-07-01 12:00:00,1255.099612,1173.38808848773
2020-07-01 12:15:00,1300.521484,1218.2405896143757
2020-07-01 12:30:00,1280.201172,1219.5118673198617
2020-07-01 12:45:00,1282.7031240000001,1222.2405896106793
2020-07-01 13:00:00,1238.1015640000003,1178.603534022968
2020-07-01 13:15:00,1275.951172,1216.7191846788724
2020-07-01 13:30:00,1281.2480440000002,1222.2405896131754
2020-07-01 13:45:00,1246.3144560000003,1196.794683191419
2020-07-01 14:00:00,1267.542968,1218.2405896086648
2020-07-01 14:15:00,1245.8750000000002,1222.2405895951358
2020-07-01 14:30:00,1216.9804680000002,1199.1182622145593
2020-07-01 14:45:00,1239.3476560000001,1222.2405795547954
2020-07-01 15:00:00,1214.609376,1198.1360456585119
2020-07-01 15:15:00,1224.3125000000002,1208.3210126225674
2020-07-01 15:30:00,1203.26172,1187.6391257386838
2020-07-01 15:45:00,1219.035156,1203.6051081920139
2020-07-01 16:00:00,1194.8125,1179.5287333720237
2020-07-01 16:15:00,1214.1875,1199.0341884330314
2020-07-01 16:30:00,1210.4375,1195.400830218859
2020-07-01 16:45:00,1195.4218720000001,1180.4897875683441
2020-07-01 17:00:00,1186.1250000000002,1171.2869778719742
2020-07-01 17:15:00,1218.5507840000002,1203.7976394766638
2020-07-01 17:30:00,1222.6367160000002,1207.9600653567165
2020-07-01 17:45:00,1220.48048,1191.8459284851797
2020-07-01 18:00:00,1202.8281200000001,1106.6810383882803
2020-07-01 18:15:00,1228.8242000000002,1049.8671148185754
2020-07-01 18:30:00,1233.12112,972.8570679480911
2020-07-01 18:45:00,1262.4374800000003,951.7440588570954
2020-07-01 19:00:00,1239.5586000000003,924.3295540956401
2020-07-01 19:15:00,1256.5976400000002,937.6669947461506
2020-07-01 19:30:00,1266.8594,945.3624040587508
2020-07-01 19:45:00,1264.8398400000003,941.7485702903816
2020-07-01 20:00:00,1260.64452,936.6871712549014
2020-07-01 20:15:00,1319.48828,995.0558525854342
2020-07-01 20:30:00,1291.80468,967.0161976374751
2020-07-01 20:45:00,1305.9961200000002,980.9554683644747
2020-07-01 21:00:00,1261.66796,936.4658120625731
