DateTime,baseline_grid_to_plant_kW,flexible_grid_to_plant_kW
2020-01-01 00:00:00,1208.1484399999997,1208.1484395981054
2020-01-01 00:15:00,1223.949066,1223.9490656368932
2020-01-01 00:30:00,1211.642914,1211.6429136936263
2020-01-01 00:45:00,1246.571045,1246.5710447564782
2020-01-01 01:00:00,1232.8484499999997,1232.8484498178066
2020-01-01 01:15:00,1198.6711419999997,1198.6711418751752
2020-01-01 01:30:00,1247.989014,1247.98901392706
2020-01-01 01:45:00,1258.949219,1258.9492189708938
2020-01-01 02:00:00,1191.086914,1191.0869140061907
2020-01-01 02:15:00,1163.724121,1163.7241210327918
2020-01-01 02:30:00,1196.5800779999997,1196.5800780503102
2020-01-01 02:45:00,1203.7919919999997,1203.7919920576417
2020-01-01 03:00:00,1144.15747,1144.1574700549952
2020-01-01 03:15:00,1138.79785,1138.7978500390352
2020-01-01 03:30:00,1162.394532,1162.3945320069834
2020-01-01 03:45:00,1104.152832,1104.1528319550946
2020-01-01 04:00:00,1124.427248,1124.4272478761472
2020-01-01 04:15:00,1105.7558599999998,1105.7558597587945
2020-01-01 04:30:00,1119.172848,1119.172847581757
2020-01-01 04:45:00,1119.25,1119.2499993008832
2020-01-01 05:00:00,1074.9335959999999,1074.9335948010116
2020-01-01 05:15:00,1071.8618159999999,1071.8618136546143
2020-01-01 05:30:00,1065.95996,1065.9599519061383
2020-01-01 05:45:00,1047.651368,1043.175163184594
2020-01-01 06:00:00,1054.055176,1049.4970156458762
2020-01-01 06:15:00,1041.8168959999998,1037.1724320711496
2020-01-01 06:30:00,1036.364744,1031.6507092254794
2020-01-01 06:45:00,1009.5082999999998,1004.7385822332997
2020-01-01 07:00:00,995.0546879999999,990.2459817469008
2020-01-01 07:15:00,1021.7607439999999,1016.9403850815333
2020-01-01 07:30:00,1037.05078,1032.2211201911382
2020-01-01 07:45:00,1041.533204,1036.696296022323
2020-01-01 08:00:00,983.268552,995.7444620402164
2020-01-01 08:15:00,986.9316439999999,1007.2872834170507
2020-01-01 08:30:00,989.9687479999999,992.1444746105614
2020-01-01 08:45:00,973.02832,975.2763136740964
2020-01-01 09:00:00,958.03418,960.2553377129159
2020-01-01 09:15:00,1011.223632,1013.4005134671702
2020-01-01 09:30:00,1015.2880879999999,1015.5865571380758
2020-01-01 09:45:00,1027.89746,1028.0590615593944
2020-01-01 10:00:00,1021.5937519999999,1021.7193560085574
2020-01-01 10:15:00,1021.775388,1021.871492754744
2020-01-01 10:30:00,1115.6533199999997,1115.7253157548462
2020-01-01 10:45:00,1107.552736,1107.607124272379
2020-01-01 11:00:00,1074.308592,1074.3560629461451
2020-01-01 11:15:00,1145.6103519999997,1145.6517853669768
2020-01-01 11:30:00,1176.082032,1176.1181956030532
2020-01-01 11:45:00,1167.6103519999997,1134.5751086945982
2020-01-01 12:00:00,1159.145508,1125.5008521994127
2020-01-01 12:15:00,1212.839844,1178.5541447141316
2020-01-01 12:30:00,1234.1611319999997,1197.5376280778594
2020-01-01 12:45:00,1183.79492,1204.0589545239134
2020-01-01 13:00:00,1185.134768,1206.123056805448
2020-01-01 13:15:00,1203.935548,1225.9128595958634
2020-01-01 13:30:00,1206.263672,1229.0389656495336
2020-01-01 13:45:00,1199.5800759999997,1222.9976461969654
2020-01-01 14:00:00,1188.779296,1212.0543009417713
2020-01-01 14:15:00,1250.2441399999998,1182.5751087108533
2020-01-01 14:30:00,1296.628908,1218.1536792146367
2020-01-01 14:45:00,1224.6406239999997,1148.3407964918981
2020-01-01 15:00:00,1216.7929679999997,1191.8508363665019
2020-01-01 15:15:00,1294.8671879999997,1204.179253107102
2020-01-01 15:30:00,1272.058596,1174.5751087151648
