DateTime,baseline_grid_to_plant_kW,flexible_grid_to_plant_kW
2020-04-01 00:00:00,1184.206665,979.0195827018025
2020-04-01 00:15:00,1212.9055180000003,1033.4725668980245
2020-04-01 00:30:00,1203.6416020000001,1065.7883083919164
2020-04-01 00:45:00,1145.557129,1097.9999999979382
2020-04-01 01:00:00,1142.8095700000001,1124.7977960299218
2020-04-01 01:15:00,1136.553955,1065.9999999974311
2020-04-01 01:30:00,1188.768555,1076.05261667132
2020-04-01 01:45:00,1134.869385,1033.9999999922056
2020-04-01 02:00:00,1121.602052,1014.0000000023955
2020-04-01 02:15:00,1098.2543920000003,1089.161517776921
2020-04-01 02:30:00,1122.1269520000003,1070.0000000017965
2020-04-01 02:45:00,1089.684572,1071.9379289139388
2020-04-01 03:00:00,1093.359376,1089.8179084819526
2020-04-01 03:15:00,1062.3813480000001,1069.1064749451987
2020-04-01 03:30:00,1110.649412,1034.0000000003204
2020-04-01 03:45:00,1070.625,1072.2095892431084
2020-04-01 04:00:00,1059.5415040000003,1009.9999999995916
2020-04-01 04:15:00,1055.880372,1013.9999999896582
2020-04-01 04:30:00,1067.822264,1009.9999999988657
2020-04-01 04:45:00,1068.314944,1025.9999999902573
2020-04-01 05:00:00,1069.765136,1077.5517106698844
2020-04-01 05:15:00,1082.9487320000003,1120.7288008129576
2020-04-01 05:30:00,1092.120116,1105.3055778344046
2020-04-01 05:45:00,1098.5449200000003,973.9999999832006
2020-04-01 06:00:00,1044.230468,852.517260755657
2020-04-01 06:15:00,1049.6601600000001,587.7863942806687
2020-04-01 06:30:00,1023.256836,454.8958419835179
2020-04-01 06:45:00,1072.447264,854.0000000039599
2020-04-01 07:00:00,1054.6240240000002,898.3222679889014
2020-04-01 07:15:00,1105.134768,929.9999999931003
2020-04-01 07:30:00,1130.621092,897.9999999979326
2020-04-01 07:45:00,1139.125,1063.1491880586527
2020-04-01 08:00:00,1126.004884,1237.0026532922973
2020-04-01 08:15:00,1150.8300760000002,1267.666894942189
2020-04-01 08:30:00,1182.3457040000003,1304.5172605334599
2020-04-01 08:45:00,1183.553712,1310.2335214351144
2020-04-01 09:00:00,1212.117188,1342.524185916362
2020-04-01 09:15:00,1278.841796,1364.5172605711514
2020-04-01 09:30:00,1256.283204,1536.5172600321075
2020-04-01 09:45:00,1244.8828120000003,1559.8147107024695
2020-04-01 10:00:00,1267.839844,1587.0485825001665
2020-04-01 10:15:00,1291.4160160000001,1614.239449249434
2020-04-01 10:30:00,1277.923828,1603.7197955037987
2020-04-01 10:45:00,1251.792968,1579.9409485585602
2020-04-01 11:00:00,1251.218752,1580.3655432278015
2020-04-01 11:15:00,1305.625,1635.3876025415063
2020-04-01 11:30:00,1280.472656,1473.925239129054
2020-04-01 11:45:00,1261.277344,1293.9694145062795
2020-04-01 12:00:00,1239.5644520000003,1260.2958006312845
2020-04-01 12:15:00,1286.904296,1302.517901194954
2020-04-01 12:30:00,1295.2363280000002,1306.6603978524101
2020-04-01 12:45:00,1274.917968,1283.1079282498986
2020-04-01 13:00:00,1250.3925800000002,1256.7333137649173
2020-04-01 13:15:00,1292.707032,1298.209110408086
2020-04-01 13:30:00,1292.9941400000002,1297.7964362820014
2020-04-01 13:45:00,1280.7324200000003,1284.9239360548268
2020-04-01 14:00:00,1238.683596,1242.3420139980676
2020-04-01 14:15:00,1285.2304680000002,1288.4235900860845
2020-04-01 14:30:00,1277.5000000000002,1280.287004880334
2020-04-01 14:45:00,1264.052732,1266.4852717055674
2020-04-01 15:00:00,1240.792972,1242.91612919097
2020-04-01 15:15:00,1311.6289040000001,1313.4820274993529
2020-04-01 15:30:00,1237.019532,1238.6369660103696
2020-04-01 15:45:00,1247.10742,1248.5191405317678
2020-04-01 16:00:00,1233.740236,1000.475901088572
2020-04-01 16:15:00,1253.515624,986.1632766585345
2020-04-01 16:30:00,1247.382812,1015.5275117113041
2020-04-01 16:45:00,1251.26758,999.0670382037382
2020-04-01 17:00:00,1219.9667960000002,1003.4399761842551
2020-04-01 17:15:00,1265.707032,982.9781027988108
2020-04-01 17:30:00,1256.457032,991.1534599200188
2020-04-01 17:45:00,1243.1289040000001,1000.6164490315143
2020-04-01 18:00:00,1242.113284,982.1856287776097
2020-04-01 18:15:00,1288.859372,984.6879646811651
2020-04-01 18:30:00,1266.4140640000003,960.9498781780951
2020-04-01 18:45:00,1274.2382800000003,985.9999999829922
2020-04-01 19:00:00,1264.83594,1004.0232975037566
2020-04-01 19:15:00,1354.019532,981.9538864574329
2020-04-01 19:30:00,1333.75,1000.4461153478994
2020-04-01 19:45:00,1342.078124,983.6746534917232
2020-04-01 20:00:00,1267.6718760000003,1028.8973057975304
2020-04-01 20:15:00,1322.148436,1068.722420901632
2020-04-01 20:30:00,1338.7656360000003,1072.0563115093491
2020-04-01 20:45:00,1343.2578,1077.0415186185535
2020-04-01 21:00:00,1302.73048,1040.6267641704367
2020-04-01 21:15:00,1330.8007600000003,1067.0792855412938
2020-04-01 21:30:00,1321.1914,1056.883888048706
2020-04-01 21:45:00,1329.375,1071.365404798963
2020-04-01 22:00:00,1282.83988,1078.0000000017958
2020-04-01 22:15:00,1304.5742000000002,1078.0000000172663
2020-04-01 22:30:00,1284.89064,1073.373925231861
2020-04-01 22:45:00,1280.4296800000002,1043.7231623823354
2020-04-01 23:00:00,1253.0742,1026.848799636177
2020-04-01 23:15:00,1256.444458,1030.059870091254
2020-04-01 23:30:00,1292.98523,1043.3396952341707
2020-04-01 23:45:00,1256.324585,1042.2850367539368
2020-04-02 00:00:00,1245.2073979999948,999.7996564784071
2020-04-02 00:15:00,1249.411621,1029.0975765398973
2020-04-02 00:30:00,1217.020508,985.4568859029895
2020-04-02 00:45:00,1195.398926,1009.7885113016573
