DateTime,baseline_grid_to_plant_kW,flexible_grid_to_plant_kW
2020-07-01 00:00:00,1193.26062,1193.260619514468
2020-07-01 00:15:00,1225.8977050000003,1225.8977045320344
2020-07-01 00:30:00,1188.414062,1188.4140615625233
2020-07-01 00:45:00,1167.526857,1167.5268566018362
2020-07-01 01:00:00,1172.375,1172.37499964559
2020-07-01 01:15:00,1122.602536,1122.602535691198
2020-07-01 01:30:00,1142.7490240000002,1142.7490237378568
2020-07-01 01:45:00,1137.61426,1137.614259781713
2020-07-01 02:00:00,1115.568848,1115.5688478220318
2020-07-01 02:15:00,1092.6831040000002,1092.683103858598
2020-07-01 02:30:00,1089.8208000000002,1089.820799891264
2020-07-01 02:45:00,1079.749512,1079.7495119201985
2020-07-01 03:00:00,1064.109376,1064.1093759456392
2020-07-01 03:15:00,1048.104492,1048.1044919679825
2020-07-01 03:30:00,1065.668944,1065.668943987428
2020-07-01 03:45:00,1056.81836,1056.8183600043822
2020-07-01 04:00:00,1046.4238280000002,1046.4238280192403
2020-07-01 04:15:00,1046.775392,1046.7753920324049
2020-07-01 04:30:00,1060.2509760000003,1060.2509760443013
2020-07-01 04:45:00,1052.493164,1052.4931640552916
2020-07-01 05:00:00,1043.476564,1043.47656406575
2020-07-01 05:15:00,1055.926756,1055.9267560760081
2020-07-01 05:30:00,1045.9834000000003,1045.9834000863814
2020-07-01 05:45:00,1044.3183600000002,1044.3183600971472
2020-07-01 06:00:00,1022.843748,1022.8437481084453
2020-07-01 06:15:00,1041.390624,1041.3906241203563
2020-07-01 06:30:00,1031.40918,1031.409180132852
2020-07-01 06:45:00,1034.247072,1034.24707214583
2020-07-01 07:00:00,1048.2519519999998,1048.2519521589195
2020-07-01 07:15:00,1064.847656,1064.847656171596
2020-07-01 07:30:00,1111.474608,1111.4746081830422
2020-07-01 07:45:00,1137.39844,1137.398440192169
2020-07-01 08:00:00,1173.142576,1173.1425761974826
2020-07-01 08:15:00,1237.917972,1237.9179721977919
2020-07-01 08:30:00,1172.79492,1172.79492019175
2020-07-01 08:45:00,1157.83008,1157.8300801752862
2020-07-01 09:00:00,1172.728512,1172.7285121426553
2020-07-01 09:15:00,1238.664064,1238.664064078491
2020-07-01 09:30:00,1208.9570320000003,1208.9570321860226
2020-07-01 09:45:00,1229.873048,1229.8730482287203
2020-07-01 10:00:00,1211.2089840000003,1211.2089842309706
2020-07-01 10:15:00,1243.68164,1243.6816401756382
2020-07-01 10:30:00,1291.1660160000001,1275.543024733311
2020-07-01 10:45:00,1222.808592,1206.8995697908254
2020-07-01 11:00:00,1271.542968,1238.6640641025485
2020-07-01 11:15:00,1294.849612,1238.6640641023428
2020-07-01 11:30:00,1300.708984,1234.6640641265362
2020-07-01 11:45:00,1257.6289040000001,1238.6640640822814
2020-07-01 12:00:00,1255.099612,1236.2411298294073
2020-07-01 12:15:00,1300.521484,1234.6640641262334
2020-07-01 12:30:00,1280.201172,1236.256896030785
2020-07-01 12:45:00,1282.7031240000001,1238.6640641226045
2020-07-01 13:00:00,1238.1015640000003,1196.9612703382106
2020-07-01 13:15:00,1275.9511720000003,1234.6640640668518
2020-07-01 13:30:00,1281.2480440000002,1238.6640641256704
2020-07-01 13:45:00,1246.3144560000003,1213.256636135389
2020-07-01 14:00:00,1267.5429680000002,1234.6640641210415
2020-07-01 14:15:00,1245.875,1238.66406409654
2020-07-01 14:30:00,1216.980468,1215.5809347868892
2020-07-01 14:45:00,1239.347656,1238.6640641199745
2020-07-01 15:00:00,1214.609376,1228.2582034159102
2020-07-01 15:15:00,1224.3125000000002,1238.6640641190802
2020-07-01 15:30:00,1203.26172,1218.5085907585863
2020-07-01 15:45:00,1219.0351560000001,1234.664064118408
2020-07-01 16:00:00,1194.8125000000002,1218.9129293985307
2020-07-01 16:15:00,1214.1875,1238.664064117604
2020-07-01 16:30:00,1210.4375000000002,1238.6640640894589
2020-07-01 16:45:00,1195.421872,1234.6640638995539
2020-07-01 17:00:00,1186.125,1225.822459970109
2020-07-01 17:15:00,1218.5507840000002,1238.6640640845717
2020-07-01 17:30:00,1222.636716,1234.6640641236181
2020-07-01 17:45:00,1220.48048,1238.6640633490772
2020-07-01 18:00:00,1202.82812,1220.8232443855222
2020-07-01 18:15:00,1228.8242000000002,1234.6640641113777
2020-07-01 18:30:00,1233.12112,1238.6303553352568
2020-07-01 18:45:00,1262.43748,1238.6640641212573
2020-07-01 19:00:00,1239.5586,1215.0946399882973
2020-07-01 19:15:00,1256.59764,1231.4144812127647
2020-07-01 19:30:00,1266.8594,1238.6640641190138
2020-07-01 19:45:00,1264.83984,1236.1938514191736
2020-07-01 20:00:00,1260.64452,1231.6588001625705
2020-07-01 20:15:00,1319.4882800000003,1238.6640641214412
2020-07-01 20:30:00,1291.80468,1225.284298708643
2020-07-01 20:45:00,1305.99612,1238.664063838774
2020-07-01 21:00:00,1261.66796,1193.761806854643
2020-07-01 21:15:00,1326.9882799999996,1238.6640641203812
2020-07-01 21:30:00,1301.61328,1255.9316076987157
2020-07-01 21:45:00,1279.96876,1234.6640640943267
2020-07-01 22:00:00,1273.40624,1256.6568111855229
2020-07-01 22:15:00,1281.6445200000003,1265.7698841845036
2020-07-01 22:30:00,1249.6758,1234.664064106828
2020-07-01 22:45:00,1245.01172,1238.6640640218434
2020-07-01 23:00:00,1229.01172,1240.6794453115892
2020-07-01 23:15:00,1220.1646730000002,1232.610955816376
2020-07-01 23:30:00,1215.9248050000003,1228.9654008815119
2020-07-01 23:45:00,1213.133667,1226.664064107643
2020-07-02 00:00:00,1155.177979,1193.9720908277673
2020-07-02 00:15:00,1178.762207,1252.4703494000316
2020-07-02 00:30:00,1148.081543,1221.4850225801474
2020-07-02 00:45:00,1159.9606949999998,1233.1982083299404
2020-07-02 01:00:00,1116.675292,1189.704964106907
2020-07-02 01:15:00,1081.0126960000002,1153.7907999691256
2020-07-02 01:30:00,1109.1855439999997,1181.6010638767966
2020-07-02 01:45:00,1064.133304,1136.04761447022
2020-07-02 02:00:00,1031.707516,1103.1724354572104
2020-07-02 02:15:00,1012.690432,1083.7511882775839
2020-07-02 02:30:00,1039.6333,1110.329368557161
2020-07-02 02:45:00,1036.209472,1106.5753074469064
2020-07-02 03:00:00,1019.577636,1089.6433103618685
2020-07-02 03:15:00,1027.166504,1096.9581604040234
2020-07-02 03:30:00,1040.5302760000002,1077.723497896269
2020-07-02 03:45:00,1025.500976,1032.8244747937608
2020-07-02 04:00:00,1009.8886720000002,1015.8430397185286
2020-07-02 04:15:00,1025.491212,1030.184474474422
2020-07-02 04:30:00,1026.4082,1030.062590916599
2020-07-02 04:45:00,1013.383792,1016.2216782770381
2020-07-02 05:00:00,1020.2382800000001,1022.5756652504258
2020-07-02 05:15:00,1011.48242,1013.5225241514792
2020-07-02 05:30:00,1023.12012,1024.9007533383185
2020-07-02 05:45:00,1001.4540999999999,1003.0082633615049
2020-07-02 06:00:00,1007.646484,1009.0029809995881
2020-07-02 06:15:00,984.7900399999999,985.9740108597846
2020-07-02 06:30:00,1013.972656,1015.0060434801895
2020-07-02 06:45:00,1014.8124999999999,1015.7144560691423
2020-07-02 07:00:00,1028.9951159999998,1029.7823567821085
2020-07-02 07:15:00,1036.036136,1036.7232515770986
2020-07-02 07:30:00,1078.4375,1079.0372248119263
2020-07-02 07:45:00,1091.396484,1091.9199328526545
2020-07-02 08:00:00,1067.933592,1068.3904660560604
2020-07-02 08:15:00,1191.620116,1192.0188825752343
2020-07-02 08:30:00,1195.347656,1195.6957054836125
2020-07-02 08:45:00,1173.83008,1174.1338628165304
2020-07-02 09:00:00,1191.283204,1191.548350128493
2020-07-02 09:15:00,1224.666016,1209.485022868003
2020-07-02 09:30:00,1262.3593719999997,1260.9306763765264
2020-07-02 09:45:00,1250.253908,1217.4850228389766
2020-07-02 10:00:00,1258.447264,1221.4850228380365
2020-07-02 10:15:00,1289.89844,1221.4850228671355
2020-07-02 10:30:00,1244.593748,1217.4850228374598
2020-07-02 10:45:00,1244.63672,1261.2627523389779
2020-07-02 11:00:00,1216.138672,1233.58197340077
2020-07-02 11:15:00,1284.2363279999997,1259.7350681730975
2020-07-02 11:30:00,1273.31836,1256.7540106031438
2020-07-02 11:45:00,1237.960936,1221.485022864406
2020-07-02 12:00:00,1230.419924,1221.0682477978637
2020-07-02 12:15:00,1266.714844,1257.201730560502
2020-07-02 12:30:00,1219.912108,1253.054391632709
2020-07-02 12:45:00,1224.076172,1258.15225295209
2020-07-02 13:00:00,1251.884764,1258.1495338985605
2020-07-02 13:15:00,1288.253908,1258.9056986466735
2020-07-02 13:30:00,1198.82422,1163.451593013952
2020-07-02 13:45:00,1198.021484,1189.5364631455195
2020-07-02 14:00:00,1203.35742,1219.8129973660734
2020-07-02 14:15:00,1210.183596,1226.9673777155442
2020-07-02 14:30:00,1231.54492,1229.1249988272514
2020-07-02 14:45:00,1229.808592,1258.856471951485
2020-07-02 15:00:00,1220.082032,1249.7972833938165
2020-07-02 15:15:00,1270.855468,1221.661387741014
2020-07-02 15:30:00,1236.503908,1213.4105432352255
2020-07-02 15:45:00,1224.097656,1209.0964063948477
2020-07-02 16:00:00,1216.777344,1201.5005927472603
2020-07-02 16:15:00,1236.2812519999998,1181.4850228600467
2020-07-02 16:30:00,1189.4882800000003,1231.9312845304676
2020-07-02 16:45:00,1213.542968,1257.2185637524315
2020-07-02 17:00:00,1169.207032,1214.2775569611558
2020-07-02 17:15:00,1213.519532,1259.6088089219736
2020-07-02 17:30:00,1224.55078,1244.4260579353934
2020-07-02 17:45:00,1210.523436,1197.4878209058631
2020-07-02 18:00:00,1190.51172,1176.5161424656208
2020-07-02 18:15:00,1256.4375199999997,1223.4221997251934
2020-07-02 18:30:00,1254.91404,1189.4850228568146
2020-07-02 18:45:00,1259.68752,1216.6340200344587
2020-07-02 19:00:00,1221.27732,1177.4850228347866
2020-07-02 19:15:00,1226.46096,1186.7780641884594
2020-07-02 19:30:00,1236.98436,1197.1301475546302
2020-07-02 19:45:00,1230.5,1190.6449566405229
2020-07-02 20:00:00,1254.51172,1190.895333323632
2020-07-02 20:15:00,1293.82812,1222.5900902892843
2020-07-02 20:30:00,1233.4023599999998,1195.040966044228
2020-07-02 20:45:00,1248.7851599999997,1210.497422923339
2020-07-02 21:00:00,1255.55468,1217.4850228414907
2020-07-02 21:15:00,1258.5,1221.4850227258562
2020-07-02 21:30:00,1227.1406,1221.4850227186507
2020-07-02 21:45:00,1222.62892,1244.2650959913715
2020-07-02 22:00:00,1239.09764,1261.8765088801006
2020-07-02 22:15:00,1231.8516,1258.0079566655577
2020-07-02 22:30:00,1232.05468,1259.1064947143361
2020-07-02 22:45:00,1209.62888,1237.3759543079602
2020-07-02 23:00:00,1228.66408,1256.8094414499787
2020-07-02 23:15:00,1215.859192,1244.217711585971
2020-07-02 23:30:00,1215.095764,1243.630700787281
2020-07-02 23:45:00,1201.616333,1217.4850228466375
2020-07-03 00:00:00,1168.271484,1214.1815074889168
2020-07-03 00:15:00,1218.148682,1262.6829759477605
